top_k,pct_of_total_outcome,mean_outcome_excl
1,3.574012348336601,-0.14220013557780536
2,6.055266786778296,-0.13869078489782127
3,7.955866765654218,-0.13603198721120827
5,10.44292628901624,-0.13264347002735716
8,13.217800842268312,-0.12895317554043192
