top_k,pct_of_total_bhar,mean_bhar_excl
1,5.03573643695899,0.0681555541428817
2,9.101224235353751,0.0653490935459476
3,12.95888146230897,0.06268270750777058
5,20.337216193829704,0.05756600269896032
8,29.896651792801638,0.050920178454753114
