filter,persistence,hold,top_k,pct_of_total_bhar,mean_bhar_excl
bullish_plus,30d,30d,1,10.540437213592249,0.011111750636903728
bullish_plus,30d,30d,2,19.00367336779551,0.01008666538047292
bullish_plus,30d,30d,3,24.41797918046359,0.009436920469722951
bullish_plus,30d,30d,5,33.69992337668903,0.008321348053187308
bullish_plus,30d,30d,8,47.01756477753888,0.006702483073241455
